supplier_reference,supplier_name,supplier_trn,supply_reference,supply_date,amount_excluding_vat,input_vat,expected_next_12m,last_verified_on
SYN-0398,Synthetic Supplier 0398 LLC,900000000000398,SYN-0398-INV-02,2026-05-18,12409.94,620.5,44603.09,2025-03-24
SYN-0398,Synthetic Supplier 0398 LLC,900000000000398,SYN-0398-INV-03,2026-07-04,14227.13,711.36,44603.09,2025-03-24
SYN-0398,Synthetic Supplier 0398 LLC,900000000000398,SYN-0398-INV-04,2026-08-20,8385.29,419.26,44603.09,2025-03-24
SYN-0399,Synthetic Supplier 0399 LLC,900000000000399,SYN-0399-INV-01,2026-04-14,13171.41,658.57,96305.98,2026-04-25
SYN-0399,Synthetic Supplier 0399 LLC,900000000000399,SYN-0399-INV-02,2026-05-31,21711.46,1085.57,96305.98,2026-04-25
SYN-0399,Synthetic Supplier 0399 LLC,900000000000399,SYN-0399-INV-03,2026-07-17,20239.94,1012,96305.98,2026-04-25
SYN-0399,Synthetic Supplier 0399 LLC,900000000000399,SYN-0399-INV-04,2026-09-02,13632.99,681.65,96305.98,2026-04-25
SYN-0399,Synthetic Supplier 0399 LLC,900000000000399,SYN-0399-INV-05,2025-10-24,14988.53,749.43,96305.98,2026-04-25
SYN-0400,Synthetic Supplier 0400 LLC,900000000000400,SYN-0400-INV-01,2026-04-27,45022.48,2251.12,74191.27,
SYN-0400,Synthetic Supplier 0400 LLC,900000000000400,SYN-0400-INV-02,2026-06-13,37412.26,1870.61,74191.27,
SYN-0401,Synthetic Supplier 0401 LLC,900000000000401,SYN-0401-INV-01,2026-05-10,9000.00,450.00,255519.79,2026-06-02
SYN-0401,Synthetic Supplier 0401 LLC,900000000000401,SYN-0401-INV-02,2026-06-26,70500.50,3525.03,255519.79,2026-06-02
SYN-0401,Synthetic Supplier 0401 LLC,900000000000401,SYN-0401-INV-03,2026-08-12,70500.50,3525.03,255519.79,2026-06-02
SYN-0402,Synthetic Supplier 0402 LLC,900000000000402,SYN-0402-INV-01,2026-05-23,47000.33,2350.02,280727.75,2025-07-03
SYN-0402,Synthetic Supplier 0402 LLC,900000000000402,SYN-0402-INV-02,2026-07-09,47000.33,2350.02,280727.75,2025-07-03
SYN-0402,Synthetic Supplier 0402 LLC,900000000000402,SYN-0402-INV-03,2026-08-25,47000.34,2350.02,280727.75,2025-07-03
SYN-0402,Synthetic Supplier 0402 LLC,900000000000402,SYN-0402-INV-04,2025-10-16,9000.00,450.00,280727.75,2025-07-03
SYN-0403,Synthetic Supplier 0403 LLC,900000000000403,SYN-0403-INV-01,2026-06-05,35250.25,1762.51,271264.89,2026-08-04
SYN-0403,Synthetic Supplier 0403 LLC,900000000000403,SYN-0403-INV-02,2026-07-22,35250.25,1762.51,271264.89,2026-08-04
SYN-0403,Synthetic Supplier 0403 LLC,900000000000403,SYN-0403-INV-03,2026-09-07,35250.25,1762.51,271264.89,2026-08-04
SYN-0403,Synthetic Supplier 0403 LLC,900000000000403,SYN-0403-INV-04,2025-10-29,9000.00,450.00,271264.89,2026-08-04
SYN-0403,Synthetic Supplier 0403 LLC,900000000000403,SYN-0403-INV-05,2025-12-15,35250.25,1762.51,271264.89,2026-08-04
SYN-0404,Synthetic Supplier 0404 LLC,900000000000404,SYN-0404-INV-01,2026-06-18,9000.00,450.00,99363.3,2025-09-05
SYN-0404,Synthetic Supplier 0404 LLC,900000000000404,SYN-0404-INV-02,2026-08-04,141001.00,7050.05,99363.3,2025-09-05
SYN-0405,Synthetic Supplier 0405 LLC,900000000000405,SYN-0405-INV-01,2026-07-01,70500.50,3525.03,295103.1,
SYN-0405,Synthetic Supplier 0405 LLC,900000000000405,SYN-0405-INV-02,2026-08-17,70500.50,3525.03,295103.1,
SYN-0405,Synthetic Supplier 0405 LLC,900000000000405,SYN-0405-INV-03,2025-10-08,9000.00,450.00,295103.1,
SYN-0406,Synthetic Supplier 0406 LLC,900000000000406,SYN-0406-INV-01,2026-07-14,47000.33,2350.02,235883.03,2025-02-07
SYN-0406,Synthetic Supplier 0406 LLC,900000000000406,SYN-0406-INV-02,2026-08-30,47000.34,2350.02,235883.03,2025-02-07
SYN-0406,Synthetic Supplier 0406 LLC,900000000000406,SYN-0406-INV-03,2025-10-21,9000.00,450.00,235883.03,2025-02-07
SYN-0406,Synthetic Supplier 0406 LLC,900000000000406,SYN-0406-INV-04,2025-12-07,47000.33,2350.02,235883.03,2025-02-07
SYN-0407,Synthetic Supplier 0407 LLC,900000000000407,SYN-0407-INV-01,2026-07-27,35250.25,1762.51,296353.22,2026-03-08
SYN-0407,Synthetic Supplier 0407 LLC,900000000000407,SYN-0407-INV-02,2026-09-12,35250.25,1762.51,296353.22,2026-03-08
SYN-0407,Synthetic Supplier 0407 LLC,900000000000407,SYN-0407-INV-03,2025-11-03,9000.00,450.00,296353.22,2026-03-08
SYN-0407,Synthetic Supplier 0407 LLC,900000000000407,SYN-0407-INV-04,2025-12-20,35250.25,1762.51,296353.22,2026-03-08
SYN-0407,Synthetic Supplier 0407 LLC,900000000000407,SYN-0407-INV-05,2026-02-05,35250.25,1762.51,296353.22,2026-03-08
SYN-0408,Synthetic Supplier 0408 LLC,900000000000408,SYN-0408-INV-01,2026-08-09,9000.00,450.00,110849.16,2025-04-09
SYN-0408,Synthetic Supplier 0408 LLC,900000000000408,SYN-0408-INV-02,2026-09-25,141001.00,7050.05,110849.16,2025-04-09
SYN-0409,Synthetic Supplier 0409 LLC,900000000000409,SYN-0409-INV-01,2026-08-22,70500.50,3525.03,311927.06,2026-05-10
SYN-0409,Synthetic Supplier 0409 LLC,900000000000409,SYN-0409-INV-02,2025-10-13,9000.00,450.00,311927.06,2026-05-10
SYN-0409,Synthetic Supplier 0409 LLC,900000000000409,SYN-0409-INV-03,2025-11-29,70500.50,3525.03,311927.06,2026-05-10
SYN-0410,Synthetic Supplier 0410 LLC,900000000000410,SYN-0410-INV-01,2026-09-04,47000.34,2350.02,263283.55,
SYN-0410,Synthetic Supplier 0410 LLC,900000000000410,SYN-0410-INV-02,2025-10-26,9000.00,450.00,263283.55,
SYN-0410,Synthetic Supplier 0410 LLC,900000000000410,SYN-0410-INV-03,2025-12-12,47000.33,2350.02,263283.55,
SYN-0410,Synthetic Supplier 0410 LLC,900000000000410,SYN-0410-INV-04,2026-01-28,47000.33,2350.02,263283.55,
SYN-0411,Synthetic Supplier 0411 LLC,900000000000411,SYN-0411-INV-01,2026-09-17,35250.25,1762.51,191953.46,2026-07-12
SYN-0411,Synthetic Supplier 0411 LLC,900000000000411,SYN-0411-INV-02,2025-11-08,9000.00,450.00,191953.46,2026-07-12
SYN-0411,Synthetic Supplier 0411 LLC,900000000000411,SYN-0411-INV-03,2025-12-25,35250.25,1762.51,191953.46,2026-07-12
SYN-0411,Synthetic Supplier 0411 LLC,900000000000411,SYN-0411-INV-04,2026-02-10,35250.25,1762.51,191953.46,2026-07-12
SYN-0411,Synthetic Supplier 0411 LLC,900000000000411,SYN-0411-INV-05,2026-03-29,35250.25,1762.51,191953.46,2026-07-12
SYN-0412,Synthetic Supplier 0412 LLC,900000000000412,SYN-0412-INV-01,2025-10-05,9000.00,450.00,299094.77,2025-08-13
SYN-0412,Synthetic Supplier 0412 LLC,900000000000412,SYN-0412-INV-02,2025-11-21,141001.00,7050.05,299094.77,2025-08-13
SYN-0413,Synthetic Supplier 0413 LLC,900000000000413,SYN-0413-INV-01,2025-10-18,70219.23,3510.96,261064.31,2026-09-14
SYN-0413,Synthetic Supplier 0413 LLC,900000000000413,SYN-0413-INV-02,2025-12-04,82129.76,4106.49,261064.31,2026-09-14
SYN-0413,Synthetic Supplier 0413 LLC,900000000000413,SYN-0413-INV-03,2026-01-20,74663.45,3733.17,261064.31,2026-09-14
SYN-0414,Synthetic Supplier 0414 LLC,900000000000414,SYN-0414-INV-01,2025-10-31,30640.04,1532,117781.54,2025-01-15
SYN-0414,Synthetic Supplier 0414 LLC,900000000000414,SYN-0414-INV-02,2025-12-17,40639,2031.95,117781.54,2025-01-15
SYN-0414,Synthetic Supplier 0414 LLC,900000000000414,SYN-0414-INV-03,2026-02-02,34663.56,1733.18,117781.54,2025-01-15
SYN-0414,Synthetic Supplier 0414 LLC,900000000000414,SYN-0414-INV-04,2026-03-21,24925.77,1246.29,117781.54,2025-01-15
SYN-0415,Synthetic Supplier 0415 LLC,900000000000415,SYN-0415-INV-01,2025-11-13,27887.72,1394.39,155725.23,
SYN-0415,Synthetic Supplier 0415 LLC,900000000000415,SYN-0415-INV-02,2025-12-30,44184.36,2209.22,155725.23,
SYN-0415,Synthetic Supplier 0415 LLC,900000000000415,SYN-0415-INV-03,2026-02-15,25777.67,1288.88,155725.23,
SYN-0415,Synthetic Supplier 0415 LLC,900000000000415,SYN-0415-INV-04,2026-04-03,39238.97,1961.95,155725.23,
SYN-0415,Synthetic Supplier 0415 LLC,900000000000415,SYN-0415-INV-05,2026-05-20,35939.32,1796.97,155725.23,
SYN-0416,Synthetic Supplier 0416 LLC,900000000000416,SYN-0416-INV-01,2025-11-26,105683.2,5284.16,221653.3,2025-03-17
SYN-0416,Synthetic Supplier 0416 LLC,900000000000416,SYN-0416-INV-02,2026-01-12,140598.24,7029.91,221653.3,2025-03-17
SYN-0417,Synthetic Supplier 0417 LLC,900000000000417,SYN-0417-INV-01,2025-12-09,50618.31,2530.92,101382.84,2026-04-18
SYN-0417,Synthetic Supplier 0417 LLC,900000000000417,SYN-0417-INV-02,2026-01-25,24299.06,1214.95,101382.84,2026-04-18
SYN-0417,Synthetic Supplier 0417 LLC,900000000000417,SYN-0417-INV-03,2026-03-13,37730.23,1886.51,101382.84,2026-04-18
SYN-0418,Synthetic Supplier 0418 LLC,900000000000418,SYN-0418-INV-01,2025-12-22,42568.88,2128.44,176203.54,2025-05-19
SYN-0418,Synthetic Supplier 0418 LLC,900000000000418,SYN-0418-INV-02,2026-02-07,38959.33,1947.97,176203.54,2025-05-19
SYN-0418,Synthetic Supplier 0418 LLC,900000000000418,SYN-0418-INV-03,2026-03-26,66131.69,3306.58,176203.54,2025-05-19
SYN-0418,Synthetic Supplier 0418 LLC,900000000000418,SYN-0418-INV-04,2026-05-12,48121.81,2406.09,176203.54,2025-05-19
SYN-0419,Synthetic Supplier 0419 LLC,900000000000419,SYN-0419-INV-01,2026-01-04,85827.57,4291.38,299484.11,2026-06-20
SYN-0419,Synthetic Supplier 0419 LLC,900000000000419,SYN-0419-INV-02,2026-02-20,69027.57,3451.38,299484.11,2026-06-20
SYN-0419,Synthetic Supplier 0419 LLC,900000000000419,SYN-0419-INV-03,2026-04-08,65547.69,3277.38,299484.11,2026-06-20
SYN-0419,Synthetic Supplier 0419 LLC,900000000000419,SYN-0419-INV-04,2026-05-25,41752.09,2087.6,299484.11,2026-06-20
SYN-0419,Synthetic Supplier 0419 LLC,900000000000419,SYN-0419-INV-05,2026-07-11,70605.21,3530.26,299484.11,2026-06-20
SYN-0420,Synthetic Supplier 0420 LLC,900000000000420,SYN-0420-INV-01,2026-01-17,134452.71,6722.64,334955.8,
SYN-0420,Synthetic Supplier 0420 LLC,900000000000420,SYN-0420-INV-02,2026-03-05,156813.2,7840.66,334955.8,
SYN-0421,Synthetic Supplier 0421 LLC,900000000000421,SYN-0421-INV-01,2026-01-30,93467.46,4673.37,260863.81,2025-10-02
SYN-0421,Synthetic Supplier 0421 LLC,900000000000421,SYN-0421-INV-02,2026-03-18,119385.58,5969.28,260863.81,2025-10-02
SYN-0421,Synthetic Supplier 0421 LLC,900000000000421,SYN-0421-INV-03,2026-05-04,76995.64,3849.78,260863.81,2025-10-02
SYN-0422,Synthetic Supplier 0422 LLC,900000000000422,SYN-0422-INV-01,2026-02-12,27850.05,1392.5,99691.15,2025-10-09
SYN-0422,Synthetic Supplier 0422 LLC,900000000000422,SYN-0422-INV-02,2026-03-31,37214.2,1860.71,99691.15,2025-10-09
SYN-0422,Synthetic Supplier 0422 LLC,900000000000422,SYN-0422-INV-03,2026-05-17,22794.37,1139.72,99691.15,2025-10-09
SYN-0422,Synthetic Supplier 0422 LLC,900000000000422,SYN-0422-INV-04,2026-07-03,22909.31,1145.47,99691.15,2025-10-09
SYN-0423,Synthetic Supplier 0423 LLC,900000000000423,SYN-0423-INV-01,2026-02-25,29457.58,1472.88,113940.47,2025-10-16
SYN-0423,Synthetic Supplier 0423 LLC,900000000000423,SYN-0423-INV-02,2026-04-13,24781.2,1239.06,113940.47,2025-10-16
SYN-0423,Synthetic Supplier 0423 LLC,900000000000423,SYN-0423-INV-03,2026-05-30,19049.58,952.48,113940.47,2025-10-16
SYN-0423,Synthetic Supplier 0423 LLC,900000000000423,SYN-0423-INV-04,2026-07-16,25156.66,1257.83,113940.47,2025-10-16
SYN-0423,Synthetic Supplier 0423 LLC,900000000000423,SYN-0423-INV-05,2026-09-01,28155.5,1407.78,113940.47,2025-10-16
SYN-0424,Synthetic Supplier 0424 LLC,900000000000424,SYN-0424-INV-01,2026-03-10,162947.64,8147.38,260202.83,2025-10-23
SYN-0424,Synthetic Supplier 0424 LLC,900000000000424,SYN-0424-INV-02,2026-04-26,126166.62,6308.33,260202.83,2025-10-23
SYN-0425,Synthetic Supplier 0425 LLC,900000000000425,SYN-0425-INV-01,2026-03-23,96459.52,4822.98,269992.2,2025-10-30
SYN-0425,Synthetic Supplier 0425 LLC,900000000000425,SYN-0425-INV-02,2026-05-09,69935.66,3496.78,269992.2,2025-10-30
SYN-0425,Synthetic Supplier 0425 LLC,900000000000425,SYN-0425-INV-03,2026-06-25,133596.15,6679.81,269992.2,2025-10-30
SYN-0426,Synthetic Supplier 0426 LLC,900000000000426,SYN-0426-INV-01,2026-04-05,33009.56,1650.48,100952.69,2025-11-06
SYN-0426,Synthetic Supplier 0426 LLC,900000000000426,SYN-0426-INV-02,2026-05-22,19558.68,977.93,100952.69,2025-11-06
SYN-0426,Synthetic Supplier 0426 LLC,900000000000426,SYN-0426-INV-03,2026-07-08,36916.74,1845.84,100952.69,2025-11-06
SYN-0426,Synthetic Supplier 0426 LLC,900000000000426,SYN-0426-INV-04,2026-08-24,22684.67,1134.23,100952.69,2025-11-06
SYN-0427,Synthetic Supplier 0427 LLC,900000000000427,SYN-0427-INV-01,2026-04-18,21791.59,1089.58,167938.2,2025-11-13
SYN-0427,Synthetic Supplier 0427 LLC,900000000000427,SYN-0427-INV-02,2026-06-04,28909.52,1445.48,167938.2,2025-11-13
SYN-0427,Synthetic Supplier 0427 LLC,900000000000427,SYN-0427-INV-03,2026-07-21,27410.31,1370.52,167938.2,2025-11-13
SYN-0427,Synthetic Supplier 0427 LLC,900000000000427,SYN-0427-INV-04,2026-09-06,43679.47,2183.97,167938.2,2025-11-13
SYN-0427,Synthetic Supplier 0427 LLC,900000000000427,SYN-0427-INV-05,2025-10-28,24242.33,1212.12,167938.2,2025-11-13
SYN-0428,Synthetic Supplier 0428 LLC,900000000000428,SYN-0428-INV-01,2026-05-01,56993.13,2849.66,112830.85,2025-11-20
SYN-0428,Synthetic Supplier 0428 LLC,900000000000428,SYN-0428-INV-02,2026-06-17,68374.49,3418.72,112830.85,2025-11-20
SYN-0429,Synthetic Supplier 0429 LLC,900000000000429,SYN-0429-INV-01,2026-05-14,112978.15,5648.91,268280.62,2025-11-27
SYN-0429,Synthetic Supplier 0429 LLC,900000000000429,SYN-0429-INV-02,2026-06-30,67215.93,3360.8,268280.62,2025-11-27
SYN-0429,Synthetic Supplier 0429 LLC,900000000000429,SYN-0429-INV-03,2026-08-16,117895.5,5894.77,268280.62,2025-11-27
SYN-0430,Synthetic Supplier 0430 LLC,900000000000430,SYN-0430-INV-01,2026-05-27,70270.22,3513.51,247639.31,2025-12-04
SYN-0430,Synthetic Supplier 0430 LLC,900000000000430,SYN-0430-INV-02,2026-07-13,54621.37,2731.07,247639.31,2025-12-04
SYN-0430,Synthetic Supplier 0430 LLC,900000000000430,SYN-0430-INV-03,2026-08-29,85601.27,4280.06,247639.31,2025-12-04
SYN-0430,Synthetic Supplier 0430 LLC,900000000000430,SYN-0430-INV-04,2025-10-20,64661.92,3233.1,247639.31,2025-12-04
SYN-0431,Synthetic Supplier 0431 LLC,900000000000431,SYN-0431-INV-01,2026-06-09,72300.71,3615.04,248537.66,2025-12-11
SYN-0431,Synthetic Supplier 0431 LLC,900000000000431,SYN-0431-INV-02,2026-07-26,35321.4,1766.07,248537.66,2025-12-11
SYN-0431,Synthetic Supplier 0431 LLC,900000000000431,SYN-0431-INV-03,2026-09-11,62031.6,3101.58,248537.66,2025-12-11
SYN-0431,Synthetic Supplier 0431 LLC,900000000000431,SYN-0431-INV-04,2025-11-02,37665.32,1883.27,248537.66,2025-12-11
SYN-0431,Synthetic Supplier 0431 LLC,900000000000431,SYN-0431-INV-05,2025-12-19,68833.92,3441.7,248537.66,2025-12-11
SYN-0432,Synthetic Supplier 0432 LLC,900000000000432,SYN-0432-INV-01,2026-06-22,63005.41,3150.27,105827.98,2025-12-18
SYN-0432,Synthetic Supplier 0432 LLC,900000000000432,SYN-0432-INV-02,2026-08-08,54581.24,2729.06,105827.98,2025-12-18
SYN-0433,Synthetic Supplier 0433 LLC,900000000000433,SYN-0433-INV-01,2026-07-05,44910.34,2245.52,197836.56,2025-09-01
SYN-0433,Synthetic Supplier 0433 LLC,900000000000433,SYN-0433-INV-02,2026-08-21,90829.45,4541.47,197836.56,2025-09-01
SYN-0433,Synthetic Supplier 0433 LLC,900000000000433,SYN-0433-INV-03,2025-10-12,84078.61,4203.93,197836.56,2025-09-01
SYN-0434,Synthetic Supplier 0434 LLC,900000000000434,SYN-0434-INV-01,2026-07-18,49940.1,2497,217441.72,2025-08-31
SYN-0434,Synthetic Supplier 0434 LLC,900000000000434,SYN-0434-INV-02,2026-09-03,58645.88,2932.29,217441.72,2025-08-31
SYN-0434,Synthetic Supplier 0434 LLC,900000000000434,SYN-0434-INV-03,2025-10-25,47182.67,2359.13,217441.72,2025-08-31
SYN-0434,Synthetic Supplier 0434 LLC,900000000000434,SYN-0434-INV-04,2025-12-11,33311.11,1665.56,217441.72,2025-08-31
SYN-0435,Synthetic Supplier 0435 LLC,900000000000435,SYN-0435-INV-01,2026-07-31,48320.98,2416.05,169033.77,2025-08-30
SYN-0435,Synthetic Supplier 0435 LLC,900000000000435,SYN-0435-INV-02,2026-09-16,41247.21,2062.36,169033.77,2025-08-30
SYN-0435,Synthetic Supplier 0435 LLC,900000000000435,SYN-0435-INV-03,2025-11-07,45107.3,2255.36,169033.77,2025-08-30
SYN-0435,Synthetic Supplier 0435 LLC,900000000000435,SYN-0435-INV-04,2025-12-24,27304.97,1365.25,169033.77,2025-08-30
SYN-0435,Synthetic Supplier 0435 LLC,900000000000435,SYN-0435-INV-05,2026-02-09,25834.84,1291.74,169033.77,2025-08-30
SYN-0436,Synthetic Supplier 0436 LLC,900000000000436,SYN-0436-INV-01,2026-08-13,65260.88,3263.04,118696.54,2025-08-29
SYN-0436,Synthetic Supplier 0436 LLC,900000000000436,SYN-0436-INV-02,2025-10-04,66624.17,3331.21,118696.54,2025-08-29
SYN-0437,Synthetic Supplier 0437 LLC,900000000000437,SYN-0437-INV-01,2026-08-26,47758.31,2387.92,136294.65,2025-08-28
SYN-0437,Synthetic Supplier 0437 LLC,900000000000437,SYN-0437-INV-02,2025-10-17,34248.19,1712.41,136294.65,2025-08-28
SYN-0437,Synthetic Supplier 0437 LLC,900000000000437,SYN-0437-INV-03,2025-12-03,69431.99,3471.6,136294.65,2025-08-28
SYN-0438,Synthetic Supplier 0438 LLC,900000000000438,SYN-0438-INV-01,2026-09-08,24972.97,1248.65,129580.87,2025-08-27
SYN-0438,Synthetic Supplier 0438 LLC,900000000000438,SYN-0438-INV-02,2025-10-30,52056.53,2602.83,129580.87,2025-08-27
SYN-0438,Synthetic Supplier 0438 LLC,900000000000438,SYN-0438-INV-03,2025-12-16,35981.55,1799.08,129580.87,2025-08-27
SYN-0438,Synthetic Supplier 0438 LLC,900000000000438,SYN-0438-INV-04,2026-02-01,30967.7,1548.38,129580.87,2025-08-27
SYN-0439,Synthetic Supplier 0439 LLC,900000000000439,SYN-0439-INV-01,2026-09-21,58210.63,2910.53,264084.46,2025-08-26
SYN-0439,Synthetic Supplier 0439 LLC,900000000000439,SYN-0439-INV-02,2025-11-12,69789.48,3489.47,264084.46,2025-08-26
SYN-0439,Synthetic Supplier 0439 LLC,900000000000439,SYN-0439-INV-03,2025-12-29,56838.86,2841.94,264084.46,2025-08-26
SYN-0439,Synthetic Supplier 0439 LLC,900000000000439,SYN-0439-INV-04,2026-02-14,50200.39,2510.02,264084.46,2025-08-26
SYN-0439,Synthetic Supplier 0439 LLC,900000000000439,SYN-0439-INV-05,2026-04-02,58387.82,2919.39,264084.46,2025-08-26
SYN-0440,Synthetic Supplier 0440 LLC,900000000000440,SYN-0440-INV-01,2025-10-09,110469.93,5523.5,230510.73,2025-08-25
SYN-0440,Synthetic Supplier 0440 LLC,900000000000440,SYN-0440-INV-02,2025-11-25,145653.1,7282.66,230510.73,2025-08-25
SYN-0441,Synthetic Supplier 0441 LLC,900000000000441,SYN-0441-INV-01,2025-10-22,64444.27,3222.21,300684.06,2025-08-24
SYN-0441,Synthetic Supplier 0441 LLC,900000000000441,SYN-0441-INV-02,2025-12-08,118164.05,5908.2,300684.06,2025-08-24
SYN-0441,Synthetic Supplier 0441 LLC,900000000000441,SYN-0441-INV-03,2026-01-24,78856.08,3942.8,300684.06,2025-08-24
SYN-0442,Synthetic Supplier 0442 LLC,900000000000442,SYN-0442-INV-01,2025-11-04,131390.18,6569.51,313276.13,2025-08-23
SYN-0442,Synthetic Supplier 0442 LLC,900000000000442,SYN-0442-INV-02,2025-12-21,61863.1,3093.16,313276.13,2025-08-23
SYN-0442,Synthetic Supplier 0442 LLC,900000000000442,SYN-0442-INV-03,2026-02-06,83312.51,4165.63,313276.13,2025-08-23
SYN-0442,Synthetic Supplier 0442 LLC,900000000000442,SYN-0442-INV-04,2026-03-25,71518.8,3575.94,313276.13,2025-08-23
SYN-0443,Synthetic Supplier 0443 LLC,900000000000443,SYN-0443-INV-01,2025-11-17,38473.85,1923.69,255446.79,2025-08-22
SYN-0443,Synthetic Supplier 0443 LLC,900000000000443,SYN-0443-INV-02,2026-01-03,77288.91,3864.45,255446.79,2025-08-22
SYN-0443,Synthetic Supplier 0443 LLC,900000000000443,SYN-0443-INV-03,2026-02-19,41293.02,2064.65,255446.79,2025-08-22
SYN-0443,Synthetic Supplier 0443 LLC,900000000000443,SYN-0443-INV-04,2026-04-07,64466.07,3223.3,255446.79,2025-08-22
SYN-0443,Synthetic Supplier 0443 LLC,900000000000443,SYN-0443-INV-05,2026-05-24,62307.93,3115.4,255446.79,2025-08-22
SYN-0444,Synthetic Supplier 0444 LLC,900000000000444,SYN-0444-INV-01,2025-11-30,63839.96,3192,123662.57,2025-08-21
SYN-0444,Synthetic Supplier 0444 LLC,900000000000444,SYN-0444-INV-02,2026-01-16,73562.9,3678.15,123662.57,2025-08-21
SYN-0445,Synthetic Supplier 0445 LLC,900000000000445,SYN-0445-INV-01,2025-12-13,97231.75,4861.59,217645.05,
SYN-0445,Synthetic Supplier 0445 LLC,900000000000445,SYN-0445-INV-02,2026-01-29,64960.08,3248,217645.05,
SYN-0445,Synthetic Supplier 0445 LLC,900000000000445,SYN-0445-INV-03,2026-03-17,79636,3981.8,217645.05,
SYN-0446,Synthetic Supplier 0446 LLC,900000000000446,SYN-0446-INV-01,2025-12-26,24934.61,1246.73,105435.8,2025-06-22
SYN-0446,Synthetic Supplier 0446 LLC,900000000000446,SYN-0446-INV-02,2026-02-11,31453.72,1572.69,105435.8,2025-06-22
SYN-0446,Synthetic Supplier 0446 LLC,900000000000446,SYN-0446-INV-03,2026-03-30,26972.07,1348.6,105435.8,2025-06-22
SYN-0446,Synthetic Supplier 0446 LLC,900000000000446,SYN-0446-INV-04,2026-05-16,33790.49,1689.52,105435.8,2025-06-22
SYN-0447,Synthetic Supplier 0447 LLC,900000000000447,SYN-0447-INV-01,2026-01-08,30426.08,1521.3,120691.29,2026-07-23
SYN-0447,Synthetic Supplier 0447 LLC,900000000000447,SYN-0447-INV-02,2026-02-24,15595.34,779.77,120691.29,2026-07-23
SYN-0447,Synthetic Supplier 0447 LLC,900000000000447,SYN-0447-INV-03,2026-04-12,28604.32,1430.22,120691.29,2026-07-23
SYN-0447,Synthetic Supplier 0447 LLC,900000000000447,SYN-0447-INV-04,2026-05-29,30575.71,1528.79,120691.29,2026-07-23
SYN-0447,Synthetic Supplier 0447 LLC,900000000000447,SYN-0447-INV-05,2026-07-15,28899.97,1445,120691.29,2026-07-23
SYN-0448,Synthetic Supplier 0448 LLC,900000000000448,SYN-0448-INV-01,2026-01-21,84114.05,4205.7,228349.14,2025-08-24
SYN-0448,Synthetic Supplier 0448 LLC,900000000000448,SYN-0448-INV-02,2026-03-09,114450.43,5722.52,228349.14,2025-08-24
SYN-0449,Synthetic Supplier 0449 LLC,900000000000449,SYN-0449-INV-01,2026-02-03,126084.21,6304.21,279074.15,2026-09-25
SYN-0449,Synthetic Supplier 0449 LLC,900000000000449,SYN-0449-INV-02,2026-03-22,115613.65,5780.68,279074.15,2026-09-25
SYN-0449,Synthetic Supplier 0449 LLC,900000000000449,SYN-0449-INV-03,2026-05-08,68384.53,3419.23,279074.15,2026-09-25
SYN-0450,Synthetic Supplier 0450 LLC,900000000000450,SYN-0450-INV-01,2026-02-16,36265.61,1813.28,148695.32,
SYN-0450,Synthetic Supplier 0450 LLC,900000000000450,SYN-0450-INV-02,2026-04-04,48022.43,2401.12,148695.32,
SYN-0450,Synthetic Supplier 0450 LLC,900000000000450,SYN-0450-INV-03,2026-05-21,40527.58,2026.38,148695.32,
SYN-0450,Synthetic Supplier 0450 LLC,900000000000450,SYN-0450-INV-04,2026-07-07,40401.41,2020.07,148695.32,
SYN-0451,Synthetic Supplier 0451 LLC,900000000000451,SYN-0451-INV-01,2026-03-01,37956.33,1897.82,185589.87,2026-02-02
SYN-0451,Synthetic Supplier 0451 LLC,900000000000451,SYN-0451-INV-02,2026-04-17,44737.44,2236.87,185589.87,2026-02-02
SYN-0451,Synthetic Supplier 0451 LLC,900000000000451,SYN-0451-INV-03,2026-06-03,30753.78,1537.69,185589.87,2026-02-02
SYN-0451,Synthetic Supplier 0451 LLC,900000000000451,SYN-0451-INV-04,2026-07-20,52499.09,2624.95,185589.87,2026-02-02
SYN-0451,Synthetic Supplier 0451 LLC,900000000000451,SYN-0451-INV-05,2026-09-05,40264.33,2013.22,185589.87,2026-02-02
SYN-0452,Synthetic Supplier 0452 LLC,900000000000452,SYN-0452-INV-01,2026-03-14,111733.34,5586.67,193363.84,2025-03-03
SYN-0452,Synthetic Supplier 0452 LLC,900000000000452,SYN-0452-INV-02,2026-04-30,103115.36,5155.77,193363.84,2025-03-03
SYN-0453,Synthetic Supplier 0453 LLC,900000000000453,SYN-0453-INV-01,2026-03-27,87913.29,4395.66,225616.44,2026-04-04
SYN-0453,Synthetic Supplier 0453 LLC,900000000000453,SYN-0453-INV-02,2026-05-13,58631.78,2931.59,225616.44,2026-04-04
SYN-0453,Synthetic Supplier 0453 LLC,900000000000453,SYN-0453-INV-03,2026-06-29,104139.86,5206.99,225616.44,2026-04-04
SYN-0454,Synthetic Supplier 0454 LLC,900000000000454,SYN-0454-INV-01,2026-04-09,39464.86,1973.24,122535.27,2025-05-05
SYN-0454,Synthetic Supplier 0454 LLC,900000000000454,SYN-0454-INV-02,2026-05-26,32151.49,1607.57,122535.27,2025-05-05
SYN-0454,Synthetic Supplier 0454 LLC,900000000000454,SYN-0454-INV-03,2026-07-12,23166.89,1158.34,122535.27,2025-05-05
